timeStamp= 1305031229.528748; T[0]= 0.000000000; T[1]= 0.000000000; T[2]= 0.000000000; x= 0.000000000; y=  0.000000000; z=  0.000000000; w= 1.000000000
timeStamp= 1305031234.729763985; T[0]= -0.073340096; T[1]= 0.076278120; T[2]= 0.056283999; x= 0.265404880; y=  -0.326244444; z=  0.151096329; w= 0.894591868
timeStamp= 1305031234.761815071; T[0]= -0.072291195; T[1]= 0.075353727; T[2]= 0.054104999; x= 0.283661336; y=  -0.321582884; z=  0.155981049; w= 0.889826119
timeStamp= 1305031234.793715954; T[0]= -0.074153744; T[1]= 0.089734122; T[2]= 0.050920341; x= 0.301184565; y=  -0.317524254; z=  0.159912601; w= 0.884813011
timeStamp= 1305031234.829771996; T[0]= -0.073971689; T[1]= 0.085412569; T[2]= 0.051304393; x= 0.311234385; y=  -0.314994961; z=  0.161661953; w= 0.881916523
timeStamp= 1305031234.861872911; T[0]= -0.074977450; T[1]= 0.092061363; T[2]= 0.051539313; x= 0.323024660; y=  -0.311228544; z=  0.164718702; w= 0.878441572
timeStamp= 1305031234.893759966; T[0]= -0.074772581; T[1]= 0.095947914; T[2]= 0.054384224; x= 0.330861777; y=  -0.309670985; z=  0.165187910; w= 0.875983596
timeStamp= 1305031234.929666042; T[0]= -0.078055009; T[1]= 0.108046137; T[2]= 0.054687381; x= 0.332447588; y=  -0.308295369; z=  0.163792640; w= 0.876130402
timeStamp= 1305031234.961658955; T[0]= -0.077690490; T[1]= 0.108559415; T[2]= 0.048619375; x= 0.326805890; y=  -0.309159249; z=  0.161999345; w= 0.878279388
timeStamp= 1305031234.993748903; T[0]= -0.075410739; T[1]= 0.111814000; T[2]= 0.050429273; x= 0.318090945; y=  -0.313960016; z=  0.159002349; w= 0.880321205
timeStamp= 1305031235.029700994; T[0]= -0.081462979; T[1]= 0.110587053; T[2]= 0.058218766; x= 0.309510171; y=  -0.317878962; z=  0.158757672; w= 0.882016063
timeStamp= 1305031235.061590910; T[0]= -0.084716916; T[1]= 0.117300764; T[2]= 0.057975173; x= 0.300365657; y=  -0.321629107; z=  0.154716104; w= 0.884532690
timeStamp= 1305031235.093621016; T[0]= -0.089563705; T[1]= 0.113509774; T[2]= 0.066563085; x= 0.287709802; y=  -0.325993478; z=  0.151042059; w= 0.887771130
timeStamp= 1305031235.129678965; T[0]= -0.087720901; T[1]= 0.103529669; T[2]= 0.065305665; x= 0.273758590; y=  -0.329171807; z=  0.149242967; w= 0.891307294
timeStamp= 1305031235.161490917; T[0]= -0.086209103; T[1]= 0.110656157; T[2]= 0.067624226; x= 0.266212344; y=  -0.333512813; z=  0.145721376; w= 0.892561138
timeStamp= 1305031235.193604946; T[0]= -0.092778407; T[1]= 0.111324549; T[2]= 0.077552415; x= 0.250315279; y=  -0.336804628; z=  0.140084326; w= 0.896817267
timeStamp= 1305031235.229635000; T[0]= -0.088680603; T[1]= 0.105447665; T[2]= 0.073632829; x= 0.236039028; y=  -0.338563263; z=  0.137299418; w= 0.900449514
timeStamp= 1305031235.261629105; T[0]= -0.088391863; T[1]= 0.106390774; T[2]= 0.077257901; x= 0.223723561; y=  -0.341754615; z=  0.131831124; w= 0.903200984
timeStamp= 1305031235.293677092; T[0]= -0.092403650; T[1]= 0.112460896; T[2]= 0.082591996; x= 0.211833879; y=  -0.342843711; z=  0.126744881; w= 0.906377554
timeStamp= 1305031235.329648972; T[0]= -0.095334977; T[1]= 0.116962120; T[2]= 0.084690847; x= 0.195315555; y=  -0.342835695; z=  0.120273925; w= 0.910960853
timeStamp= 1305031235.361653090; T[0]= -0.094180956; T[1]= 0.108900607; T[2]= 0.086897150; x= 0.176063418; y=  -0.344370425; z=  0.115926109; w= 0.914861619
timeStamp= 1305031235.393686056; T[0]= -0.097696476; T[1]= 0.114130788; T[2]= 0.085003480; x= 0.163140669; y=  -0.345394045; z=  0.111603618; w= 0.917405427
timeStamp= 1305031235.429666042; T[0]= -0.099037290; T[1]= 0.114814021; T[2]= 0.089452609; x= 0.142403498; y=  -0.349730343; z=  0.105247416; w= 0.919963539
timeStamp= 1305031235.461668968; T[0]= -0.100215293; T[1]= 0.112099566; T[2]= 0.092537932; x= 0.123412229; y=  -0.352838129; z=  0.102829210; w= 0.921792150
timeStamp= 1305031235.493664980; T[0]= -0.102706499; T[1]= 0.114787877; T[2]= 0.094543591; x= 0.105306841; y=  -0.356382459; z=  0.098128840; w= 0.923186183
timeStamp= 1305031235.529737949; T[0]= -0.103735439; T[1]= 0.115305990; T[2]= 0.096673310; x= 0.086485013; y=  -0.359968662; z=  0.093061708; w= 0.924273968
timeStamp= 1305031235.561675072; T[0]= -0.104388297; T[1]= 0.113609999; T[2]= 0.098806687; x= 0.067969643; y=  -0.362367868; z=  0.089602083; w= 0.925224900
timeStamp= 1305031235.593725920; T[0]= -0.107574515; T[1]= 0.118702695; T[2]= 0.100813240; x= 0.050024375; y=  -0.364414960; z=  0.085010014; w= 0.925998151
timeStamp= 1305031235.629797935; T[0]= -0.108937778; T[1]= 0.117779367; T[2]= 0.103719048; x= 0.030120406; y=  -0.366748661; z=  0.080289021; w= 0.926359415
timeStamp= 1305031235.661669016; T[0]= -0.111382931; T[1]= 0.119263813; T[2]= 0.105714574; x= 0.009752704; y=  -0.369204253; z=  0.075605318; w= 0.926216424
timeStamp= 1305031235.693697929; T[0]= -0.113518797; T[1]= 0.120508991; T[2]= 0.109031305; x= -0.011387239; y=  -0.372191966; z=  0.071172178; w= 0.925352871
timeStamp= 1305031235.729660988; T[0]= -0.115751632; T[1]= 0.122923978; T[2]= 0.111814052; x= -0.030732840; y=  -0.375601470; z=  0.067006215; w= 0.923844755
timeStamp= 1305031235.761817932; T[0]= -0.117711037; T[1]= 0.129483342; T[2]= 0.115281656; x= -0.048575126; y=  -0.378658086; z=  0.062291540; w= 0.922159553
timeStamp= 1305031235.793627977; T[0]= -0.120004803; T[1]= 0.128961414; T[2]= 0.117790632; x= -0.069764592; y=  -0.379745483; z=  0.057077989; w= 0.920689046
timeStamp= 1305031235.829663038; T[0]= -0.121628925; T[1]= 0.133196160; T[2]= 0.120578498; x= -0.087209843; y=  -0.380956620; z=  0.051925354; w= 0.919004977
timeStamp= 1305031235.861603022; T[0]= -0.123859473; T[1]= 0.136620730; T[2]= 0.123160891; x= -0.103429303; y=  -0.381047636; z=  0.046815097; w= 0.917558372
timeStamp= 1305031235.893697977; T[0]= -0.125740290; T[1]= 0.140126318; T[2]= 0.125253379; x= -0.119582318; y=  -0.381343842; z=  0.042536102; w= 0.915678740
timeStamp= 1305031235.929663897; T[0]= -0.127069324; T[1]= 0.146212861; T[2]= 0.126296341; x= -0.132530063; y=  -0.381355077; z=  0.040430162; w= 0.913985431
timeStamp= 1305031235.961704016; T[0]= -0.129715085; T[1]= 0.150409564; T[2]= 0.127953738; x= -0.146093607; y=  -0.381928980; z=  0.035479467; w= 0.911881626
timeStamp= 1305031235.993673086; T[0]= -0.131767675; T[1]= 0.154567957; T[2]= 0.129458323; x= -0.157142848; y=  -0.381924272; z=  0.032347638; w= 0.910161316
timeStamp= 1305031236.029652119; T[0]= -0.132926330; T[1]= 0.156128764; T[2]= 0.130415529; x= -0.169842124; y=  -0.381826788; z=  0.029002380; w= 0.908031285
timeStamp= 1305031236.061630011; T[0]= -0.134267330; T[1]= 0.165135533; T[2]= 0.131245345; x= -0.179479972; y=  -0.381780505; z=  0.027336650; w= 0.906246781
timeStamp= 1305031236.093688011; T[0]= -0.135578066; T[1]= 0.165964127; T[2]= 0.131258667; x= -0.186089173; y=  -0.380797595; z=  0.024439929; w= 0.905409634
timeStamp= 1305031236.129659891; T[0]= -0.136153340; T[1]= 0.172559679; T[2]= 0.131872326; x= -0.190059572; y=  -0.380147040; z=  0.022052508; w= 0.904919446
timeStamp= 1305031236.161669970; T[0]= -0.137262344; T[1]= 0.171442196; T[2]= 0.132587001; x= -0.196475387; y=  -0.378977031; z=  0.020851091; w= 0.904068053
timeStamp= 1305031236.193597078; T[0]= -0.136402413; T[1]= 0.176471561; T[2]= 0.132446393; x= -0.201633766; y=  -0.377660543; z=  0.020038409; w= 0.903501391
timeStamp= 1305031236.229721069; T[0]= -0.139818817; T[1]= 0.184469789; T[2]= 0.131707937; x= -0.200103194; y=  -0.375215977; z=  0.021061460; w= 0.904835939
timeStamp= 1305031236.261668921; T[0]= -0.140432745; T[1]= 0.186246932; T[2]= 0.133271098; x= -0.195494846; y=  -0.374186248; z=  0.020507766; w= 0.906281292
timeStamp= 1305031236.293648005; T[0]= -0.141795129; T[1]= 0.188540399; T[2]= 0.133123711; x= -0.188928351; y=  -0.372278214; z=  0.022243286; w= 0.908416331
timeStamp= 1305031236.329663038; T[0]= -0.141173631; T[1]= 0.187523112; T[2]= 0.133941472; x= -0.179034665; y=  -0.371964991; z=  0.026806945; w= 0.910422921
timeStamp= 1305031236.361588001; T[0]= -0.137817398; T[1]= 0.182858422; T[2]= 0.132139742; x= -0.170022845; y=  -0.372957945; z=  0.030563964; w= 0.911625147
timeStamp= 1305031236.393685102; T[0]= -0.136979461; T[1]= 0.184848785; T[2]= 0.129667595; x= -0.157179371; y=  -0.373449713; z=  0.036094904; w= 0.913524508
timeStamp= 1305031236.429661989; T[0]= -0.136219263; T[1]= 0.175256580; T[2]= 0.127831161; x= -0.146650493; y=  -0.372357666; z=  0.038790904; w= 0.915608346
timeStamp= 1305031236.461653948; T[0]= -0.131492168; T[1]= 0.179058954; T[2]= 0.122507349; x= -0.128800049; y=  -0.370984107; z=  0.045965794; w= 0.918514252
timeStamp= 1305031236.493658066; T[0]= -0.128622517; T[1]= 0.180554554; T[2]= 0.117774621; x= -0.114663340; y=  -0.369762778; z=  0.050299335; w= 0.920650721
timeStamp= 1305031236.529695034; T[0]= -0.127201140; T[1]= 0.171949521; T[2]= 0.114271984; x= -0.099755280; y=  -0.368152708; z=  0.053881615; w= 0.922826767
timeStamp= 1305031236.561677933; T[0]= -0.124455377; T[1]= 0.168572828; T[2]= 0.109978706; x= -0.085116327; y=  -0.366723835; z=  0.056033026; w= 0.924731910
timeStamp= 1305031236.593682051; T[0]= -0.123086989; T[1]= 0.167228580; T[2]= 0.107071094; x= -0.067275546; y=  -0.365007401; z=  0.060151011; w= 0.926620424
timeStamp= 1305031236.629642010; T[0]= -0.118604884; T[1]= 0.162066132; T[2]= 0.102086782; x= -0.051870100; y=  -0.363991022; z=  0.063630156; w= 0.927777529
timeStamp= 1305031236.661654949; T[0]= -0.116166368; T[1]= 0.159684688; T[2]= 0.096785389; x= -0.035585050; y=  -0.363388866; z=  0.067765474; w= 0.928488016
timeStamp= 1305031236.693666935; T[0]= -0.114400648; T[1]= 0.157678023; T[2]= 0.092497155; x= -0.019327171; y=  -0.363291353; z=  0.072311699; w= 0.928664029
timeStamp= 1305031236.729692936; T[0]= -0.111020178; T[1]= 0.155052051; T[2]= 0.086297378; x= -0.002676867; y=  -0.362770647; z=  0.076249734; w= 0.928749859
timeStamp= 1305031236.761749029; T[0]= -0.110189967; T[1]= 0.154851377; T[2]= 0.080996394; x= 0.014313400; y=  -0.361319214; z=  0.080834746; w= 0.928821445
timeStamp= 1305031236.793674946; T[0]= -0.107937641; T[1]= 0.156257480; T[2]= 0.076006055; x= 0.035200752; y=  -0.360512227; z=  0.084393784; w= 0.928261518
timeStamp= 1305031236.829705000; T[0]= -0.104706496; T[1]= 0.155527756; T[2]= 0.071525291; x= 0.053252071; y=  -0.358990490; z=  0.087185152; w= 0.927733183
timeStamp= 1305031236.861617088; T[0]= -0.102878034; T[1]= 0.152136996; T[2]= 0.064806238; x= 0.070273697; y=  -0.355720967; z=  0.090546198; w= 0.927537382
timeStamp= 1305031236.893505096; T[0]= -0.100265652; T[1]= 0.147381455; T[2]= 0.058043592; x= 0.086366482; y=  -0.353607029; z=  0.093126334; w= 0.926730990
timeStamp= 1305031236.929668903; T[0]= -0.098133229; T[1]= 0.149292082; T[2]= 0.051836297; x= 0.106368206; y=  -0.351991773; z=  0.097919516; w= 0.924769878
timeStamp= 1305031236.961638927; T[0]= -0.095221795; T[1]= 0.145049617; T[2]= 0.045591574; x= 0.120807588; y=  -0.351190656; z=  0.101946369; w= 0.922863781
timeStamp= 1305031236.993680000; T[0]= -0.091490105; T[1]= 0.141332775; T[2]= 0.040561877; x= 0.138919502; y=  -0.350955397; z=  0.106204242; w= 0.919919729
timeStamp= 1305031237.029714108; T[0]= -0.088785872; T[1]= 0.145615533; T[2]= 0.034892075; x= 0.159121469; y=  -0.349338174; z=  0.109866425; w= 0.916827440
timeStamp= 1305031237.061728954; T[0]= -0.085326478; T[1]= 0.143519044; T[2]= 0.031699374; x= 0.175617069; y=  -0.347119629; z=  0.113998748; w= 0.914150357
timeStamp= 1305031237.093694925; T[0]= -0.081046678; T[1]= 0.139759049; T[2]= 0.025953421; x= 0.192284480; y=  -0.344036609; z=  0.117560506; w= 0.911507010
timeStamp= 1305031237.129774094; T[0]= -0.077106185; T[1]= 0.140089244; T[2]= 0.021191094; x= 0.213731721; y=  -0.339352041; z=  0.121535555; w= 0.907958150
timeStamp= 1305031237.161660910; T[0]= -0.075787723; T[1]= 0.142922059; T[2]= 0.017048530; x= 0.230268434; y=  -0.335039407; z=  0.127565578; w= 0.904683411
timeStamp= 1305031237.193641901; T[0]= -0.070196316; T[1]= 0.137654245; T[2]= 0.011337337; x= 0.243937775; y=  -0.332476735; z=  0.132230341; w= 0.901370466
timeStamp= 1305031237.229691029; T[0]= -0.068868950; T[1]= 0.143466949; T[2]= 0.008160680; x= 0.261502832; y=  -0.328850001; z=  0.138739035; w= 0.896786153
timeStamp= 1305031237.261662960; T[0]= -0.065373510; T[1]= 0.141916722; T[2]= 0.004819355; x= 0.274086535; y=  -0.325757623; z=  0.141726181; w= 0.893684626
timeStamp= 1305031237.293709040; T[0]= -0.061149839; T[1]= 0.144890875; T[2]= 0.004494917; x= 0.289222002; y=  -0.321043909; z=  0.146010011; w= 0.889922798
timeStamp= 1305031237.329672098; T[0]= -0.057720922; T[1]= 0.144663066; T[2]= -0.000879781; x= 0.300580889; y=  -0.315212667; z=  0.149599239; w= 0.887644172
timeStamp= 1305031237.361618042; T[0]= -0.057049438; T[1]= 0.145371795; T[2]= -0.004791893; x= 0.314340353; y=  -0.309589982; z=  0.154020265; w= 0.884093881
timeStamp= 1305031237.393671036; T[0]= -0.054758862; T[1]= 0.150934815; T[2]= -0.007072333; x= 0.325538635; y=  -0.306250393; z=  0.157267958; w= 0.880626023
timeStamp= 1305031237.429792881; T[0]= -0.055347066; T[1]= 0.150192991; T[2]= -0.008470027; x= 0.334765315; y=  -0.302584410; z=  0.160723194; w= 0.877805769
timeStamp= 1305031237.461646080; T[0]= -0.053128406; T[1]= 0.148343429; T[2]= -0.014365727; x= 0.343349189; y=  -0.298719108; z=  0.166156143; w= 0.874797344
timeStamp= 1305031237.493701935; T[0]= -0.052048430; T[1]= 0.158573762; T[2]= -0.014633028; x= 0.354138732; y=  -0.297502667; z=  0.169987664; w= 0.870162129
timeStamp= 1305031237.529735088; T[0]= -0.051262610; T[1]= 0.152292907; T[2]= -0.016396418; x= 0.359603494; y=  -0.295588195; z=  0.172094598; w= 0.868156910
timeStamp= 1305031237.561669111; T[0]= -0.046698205; T[1]= 0.154958919; T[2]= -0.018108491; x= 0.367693782; y=  -0.293994814; z=  0.177284837; w= 0.864256024
timeStamp= 1305031237.593679905; T[0]= -0.045120869; T[1]= 0.161131620; T[2]= -0.016704526; x= 0.374419600; y=  -0.293668628; z=  0.178290248; w= 0.861267269
timeStamp= 1305031237.629704952; T[0]= -0.044954799; T[1]= 0.161841258; T[2]= -0.018310476; x= 0.378506362; y=  -0.292064369; z=  0.180495322; w= 0.859565496
timeStamp= 1305031237.661655903; T[0]= -0.044022862; T[1]= 0.162819132; T[2]= -0.017699005; x= 0.380750358; y=  -0.291648686; z=  0.181610227; w= 0.858480036
timeStamp= 1305031237.693692923; T[0]= -0.043999244; T[1]= 0.164719015; T[2]= -0.018099867; x= 0.383849829; y=  -0.289430708; z=  0.182482541; w= 0.857665062
timeStamp= 1305031237.729752064; T[0]= -0.041783925; T[1]= 0.169658557; T[2]= -0.018514244; x= 0.382833123; y=  -0.290304929; z=  0.183073938; w= 0.857697964
timeStamp= 1305031237.761653900; T[0]= -0.043295119; T[1]= 0.161718309; T[2]= -0.016696123; x= 0.381366074; y=  -0.291009933; z=  0.183030427; w= 0.858121812
timeStamp= 1305031237.793725014; T[0]= -0.041884065; T[1]= 0.161276326; T[2]= -0.019151721; x= 0.385155410; y=  -0.288758188; z=  0.184797570; w= 0.856810331
timeStamp= 1305031237.829768896; T[0]= -0.042594951; T[1]= 0.172279149; T[2]= -0.012160752; x= 0.385340899; y=  -0.290660769; z=  0.185126543; w= 0.856012225
timeStamp= 1305031237.861835957; T[0]= -0.043725226; T[1]= 0.159332544; T[2]= -0.017561281; x= 0.378776670; y=  -0.291915566; z=  0.184983194; w= 0.858542264
timeStamp= 1305031237.893770933; T[0]= -0.042469203; T[1]= 0.159669474; T[2]= -0.021461109; x= 0.383049160; y=  -0.291490823; z=  0.189528331; w= 0.855795264
timeStamp= 1305031237.929848909; T[0]= -0.041931219; T[1]= 0.170991585; T[2]= -0.013746222; x= 0.383429736; y=  -0.296240628; z=  0.188288882; w= 0.854266047
timeStamp= 1305031237.961658001; T[0]= -0.043027043; T[1]= 0.168534860; T[2]= -0.014955690; x= 0.375047684; y=  -0.299819767; z=  0.185926050; w= 0.857250750
timeStamp= 1305031237.993683100; T[0]= -0.047138747; T[1]= 0.167522848; T[2]= -0.020915283; x= 0.365472049; y=  -0.306621075; z=  0.186572999; w= 0.858838916
timeStamp= 1305031238.029709101; T[0]= -0.049832042; T[1]= 0.166187391; T[2]= -0.014341820; x= 0.356810123; y=  -0.314578503; z=  0.180838704; w= 0.860827684
timeStamp= 1305031238.061670065; T[0]= -0.053681981; T[1]= 0.167273432; T[2]= -0.012617374; x= 0.343041450; y=  -0.320595950; z=  0.172577128; w= 0.865885675
timeStamp= 1305031238.093684912; T[0]= -0.062988162; T[1]= 0.173180953; T[2]= 0.003516989; x= 0.327093452; y=  -0.326350451; z=  0.163809463; w= 0.871591508
timeStamp= 1305031238.129746914; T[0]= -0.067285232; T[1]= 0.169284657; T[2]= 0.008146040; x= 0.306485653; y=  -0.327806056; z=  0.151374504; w= 0.880735815
timeStamp= 1305031238.161681890; T[0]= -0.078961998; T[1]= 0.182461455; T[2]= 0.014767220; x= 0.289332241; y=  -0.331004649; z=  0.142838001; w= 0.886746943
timeStamp= 1305031238.193792105; T[0]= -0.076099686; T[1]= 0.172095403; T[2]= 0.013049404; x= 0.263307035; y=  -0.337399036; z=  0.132988915; w= 0.893949270
timeStamp= 1305031238.230011940; T[0]= -0.079471558; T[1]= 0.172030911; T[2]= 0.014636108; x= 0.245574757; y=  -0.342813939; z=  0.125039265; w= 0.898073971
timeStamp= 1305031238.261604071; T[0]= -0.081878990; T[1]= 0.171978310; T[2]= 0.020048101; x= 0.227045313; y=  -0.347842008; z=  0.116252311; w= 0.902187228
timeStamp= 1305031238.293670893; T[0]= -0.087290950; T[1]= 0.180671394; T[2]= 0.024212781; x= 0.208588943; y=  -0.350273401; z=  0.108625509; w= 0.906642020
timeStamp= 1305031238.329662085; T[0]= -0.088077299; T[1]= 0.172060490; T[2]= 0.029713742; x= 0.183148116; y=  -0.354702920; z=  0.101427883; w= 0.911238194
timeStamp= 1305031238.361639977; T[0]= -0.092954919; T[1]= 0.172760502; T[2]= 0.033300091; x= 0.165209278; y=  -0.357223034; z=  0.094323851; w= 0.914440095
timeStamp= 1305031238.393666983; T[0]= -0.095581055; T[1]= 0.171900198; T[2]= 0.037048303; x= 0.145170212; y=  -0.360245943; z=  0.085351653; w= 0.917531252
timeStamp= 1305031238.429672956; T[0]= -0.097788960; T[1]= 0.167036101; T[2]= 0.039290629; x= 0.123674646; y=  -0.361874908; z=  0.077266723; w= 0.920750260
timeStamp= 1305031238.461684942; T[0]= -0.100161999; T[1]= 0.167607054; T[2]= 0.042102382; x= 0.106909014; y=  -0.363854170; z=  0.071571901; w= 0.922528088
timeStamp= 1305031238.493679047; T[0]= -0.100331441; T[1]= 0.159503877; T[2]= 0.043668434; x= 0.089135103; y=  -0.366766900; z=  0.064271919; w= 0.923799872
timeStamp= 1305031238.529670000; T[0]= -0.102392457; T[1]= 0.160576746; T[2]= 0.044916853; x= 0.079427525; y=  -0.369136035; z=  0.060341258; w= 0.924006939
timeStamp= 1305031238.561624050; T[0]= -0.103576601; T[1]= 0.159755260; T[2]= 0.047798574; x= 0.066493519; y=  -0.372750163; z=  0.054670122; w= 0.923930287
timeStamp= 1305031238.593740940; T[0]= -0.105068155; T[1]= 0.161963940; T[2]= 0.051001254; x= 0.054899219; y=  -0.376216292; z=  0.049702998; w= 0.923567593
timeStamp= 1305031238.629750967; T[0]= -0.105984539; T[1]= 0.164479539; T[2]= 0.053453069; x= 0.042519063; y=  -0.378255665; z=  0.045312587; w= 0.923613369
timeStamp= 1305031238.661628008; T[0]= -0.108044617; T[1]= 0.168500379; T[2]= 0.055572465; x= 0.031970274; y=  -0.378570229; z=  0.041230567; w= 0.924100935
timeStamp= 1305031238.693855047; T[0]= -0.110990912; T[1]= 0.172157750; T[2]= 0.057135910; x= 0.019495385; y=  -0.378372818; z=  0.036091503; w= 0.924743950
timeStamp= 1305031238.729728937; T[0]= -0.112968899; T[1]= 0.169621170; T[2]= 0.057706498; x= 0.003746504; y=  -0.379136115; z=  0.030425884; w= 0.924833000
timeStamp= 1305031238.761657953; T[0]= -0.114424616; T[1]= 0.168860853; T[2]= 0.058980294; x= -0.008056858; y=  -0.381096929; z=  0.027086433; w= 0.924103141
timeStamp= 1305031238.793690920; T[0]= -0.116264857; T[1]= 0.173370168; T[2]= 0.060651615; x= -0.017051192; y=  -0.383007050; z=  0.024053426; w= 0.923274815
timeStamp= 1305031238.829730034; T[0]= -0.118246593; T[1]= 0.176764145; T[2]= 0.062662080; x= -0.028624749; y=  -0.384217888; z=  0.020453593; w= 0.922571898
timeStamp= 1305031238.861825943; T[0]= -0.120558619; T[1]= 0.182987273; T[2]= 0.063581243; x= -0.036148682; y=  -0.384390205; z=  0.019763555; w= 0.922251046
timeStamp= 1305031238.893733978; T[0]= -0.122120664; T[1]= 0.187082514; T[2]= 0.064394064; x= -0.041350249; y=  -0.385016590; z=  0.019611062; w= 0.921774328
timeStamp= 1305031238.929836988; T[0]= -0.122162193; T[1]= 0.186487928; T[2]= 0.063965902; x= -0.047958162; y=  -0.385871291; z=  0.017581983; w= 0.921137512
timeStamp= 1305031238.961656094; T[0]= -0.125432372; T[1]= 0.192551464; T[2]= 0.064882204; x= -0.052560247; y=  -0.385552883; z=  0.016251944; w= 0.921044171
timeStamp= 1305031238.993704081; T[0]= -0.125274181; T[1]= 0.189385310; T[2]= 0.063796818; x= -0.058229715; y=  -0.384223461; z=  0.011422422; w= 0.921331227
timeStamp= 1305031239.029670000; T[0]= -0.125866711; T[1]= 0.192125097; T[2]= 0.065273993; x= -0.064887419; y=  -0.383937806; z=  0.009110556; w= 0.921031177
timeStamp= 1305031239.061676979; T[0]= -0.128925756; T[1]= 0.197165549; T[2]= 0.067774460; x= -0.067256890; y=  -0.383835852; z=  0.008850310; w= 0.920906246
timeStamp= 1305031239.093688965; T[0]= -0.130512848; T[1]= 0.198205397; T[2]= 0.065407969; x= -0.066490263; y=  -0.382691115; z=  0.008977040; w= 0.921436965
timeStamp= 1305031239.129738092; T[0]= -0.132168338; T[1]= 0.200119317; T[2]= 0.068213381; x= -0.065336019; y=  -0.382250100; z=  0.008234852; w= 0.921709478
timeStamp= 1305031239.161756039; T[0]= -0.131005347; T[1]= 0.199757501; T[2]= 0.069808409; x= -0.061350912; y=  -0.381364405; z=  0.010825771; w= 0.922323227
timeStamp= 1305031239.193706036; T[0]= -0.131808966; T[1]= 0.198855877; T[2]= 0.069526494; x= -0.057399411; y=  -0.380534828; z=  0.011581068; w= 0.922910929
timeStamp= 1305031239.229882002; T[0]= -0.133519977; T[1]= 0.200323492; T[2]= 0.074100830; x= -0.052349795; y=  -0.382639229; z=  0.014491672; w= 0.922299743
timeStamp= 1305031239.261720896; T[0]= -0.136515662; T[1]= 0.200316370; T[2]= 0.075727418; x= -0.046182204; y=  -0.383575439; z=  0.018913699; w= 0.922160208
timeStamp= 1305031239.293673992; T[0]= -0.137246609; T[1]= 0.199997455; T[2]= 0.076320030; x= -0.037779834; y=  -0.383422524; z=  0.022795776; w= 0.922518492
timeStamp= 1305031239.329705000; T[0]= -0.138270944; T[1]= 0.198590487; T[2]= 0.076867409; x= -0.029835595; y=  -0.383127242; z=  0.026566017; w= 0.922831357
timeStamp= 1305031239.361715078; T[0]= -0.139738500; T[1]= 0.198102608; T[2]= 0.080374680; x= -0.019799924; y=  -0.383583695; z=  0.030910870; w= 0.922776282
timeStamp= 1305031239.393718004; T[0]= -0.137936845; T[1]= 0.195416287; T[2]= 0.078832954; x= -0.010892748; y=  -0.383424997; z=  0.035388142; w= 0.922829509
timeStamp= 1305031239.429744005; T[0]= -0.141980872; T[1]= 0.191504002; T[2]= 0.086147934; x= -0.001124938; y=  -0.386101663; z=  0.042108521; w= 0.921494007
timeStamp= 1305031239.461708069; T[0]= -0.139335930; T[1]= 0.188028783; T[2]= 0.084265038; x= 0.009798713; y=  -0.387065649; z=  0.045839380; w= 0.920859933
timeStamp= 1305031239.493720055; T[0]= -0.137697965; T[1]= 0.185749784; T[2]= 0.082827859; x= 0.020235507; y=  -0.386942565; z=  0.051428664; w= 0.920446157
timeStamp= 1305031239.529661894; T[0]= -0.104680650; T[1]= 0.132464826; T[2]= 0.074351475; x= 0.007059264; y=  -0.391308069; z=  0.042464174; w= 0.919252455
timeStamp= 1305031239.561733007; T[0]= -0.101580679; T[1]= 0.132607132; T[2]= 0.074272119; x= 0.020175327; y=  -0.388963938; z=  0.046819780; w= 0.919841290
timeStamp= 1305031239.593920946; T[0]= -0.101399042; T[1]= 0.130164772; T[2]= 0.073058248; x= 0.032063935; y=  -0.385185242; z=  0.049805421; w= 0.920936346
timeStamp= 1305031239.629723072; T[0]= -0.100033700; T[1]= 0.126516998; T[2]= 0.073672444; x= 0.044823345; y=  -0.382678330; z=  0.054428879; w= 0.921187162
timeStamp= 1305031239.661659002; T[0]= -0.100516632; T[1]= 0.129813641; T[2]= 0.063826352; x= 0.059763875; y=  -0.376580656; z=  0.059028473; w= 0.922567606
timeStamp= 1305031239.693732977; T[0]= -0.098337829; T[1]= 0.120492935; T[2]= 0.053926863; x= 0.068770416; y=  -0.371465296; z=  0.063208379; w= 0.923736393
timeStamp= 1305031239.729893923; T[0]= -0.098013446; T[1]= 0.115354910; T[2]= 0.047717810; x= 0.082243100; y=  -0.367964536; z=  0.069686748; w= 0.923570275
timeStamp= 1305031239.761913061; T[0]= -0.095278069; T[1]= 0.114982530; T[2]= 0.045058075; x= 0.099657632; y=  -0.366625428; z=  0.077256426; w= 0.921783984
timeStamp= 1305031239.793585062; T[0]= -0.090602733; T[1]= 0.107017167; T[2]= 0.042909015; x= 0.114532664; y=  -0.365379363; z=  0.088540249; w= 0.919532955
