timeStamp= 1305031453.359684; T[0]= 0.000000000; T[1]= 0.000000000; T[2]= 0.000000000; x= 0.000000000; y=  0.000000000; z=  0.000000000; w= 1.000000000
timeStamp= 1305031459.027664900; T[0]= -1.692678690; T[1]= 0.108193025; T[2]= -0.078302249; x= 0.079563908; y=  0.170531392; z=  0.086582482; w= 0.978310823
timeStamp= 1305031459.059631109; T[0]= -1.716891885; T[1]= 0.097665511; T[2]= -0.061420608; x= 0.087660298; y=  0.166518211; z=  0.093528993; w= 0.977670550
timeStamp= 1305031459.127618074; T[0]= -1.712240338; T[1]= 0.091278978; T[2]= -0.064052008; x= 0.086089060; y=  0.164026856; z=  0.098165631; w= 0.977776766
timeStamp= 1305031459.159638882; T[0]= -1.708052039; T[1]= 0.061303299; T[2]= -0.081410319; x= 0.078635842; y=  0.159817010; z=  0.113432482; w= 0.977449775
timeStamp= 1305031459.191673994; T[0]= -1.718457222; T[1]= 0.060496897; T[2]= -0.072655343; x= 0.084983028; y=  0.141977280; z=  0.120215073; w= 0.978860915
timeStamp= 1305031459.227607012; T[0]= -1.730294585; T[1]= 0.059007991; T[2]= -0.065458372; x= 0.087827280; y=  0.130998164; z=  0.132696420; w= 0.978528261
timeStamp= 1305031459.259759903; T[0]= -1.723938346; T[1]= 0.068192184; T[2]= -0.049877442; x= 0.090125367; y=  0.125719354; z=  0.142776594; w= 0.977592409
timeStamp= 1305031459.327631950; T[0]= -1.727741480; T[1]= 0.074273005; T[2]= -0.033389881; x= 0.087253235; y=  0.155761465; z=  0.171268120; w= 0.968913019
timeStamp= 1305031459.359651089; T[0]= -1.740315795; T[1]= 0.075167611; T[2]= -0.023735762; x= 0.092879772; y=  0.183691889; z=  0.191286996; w= 0.959708273
timeStamp= 1305031459.391666889; T[0]= -1.753961086; T[1]= 0.099826939; T[2]= -0.007640935; x= 0.096634373; y=  0.210573584; z=  0.210622668; w= 0.949715078
timeStamp= 1305031459.427645922; T[0]= -1.754014611; T[1]= 0.102909833; T[2]= -0.009610230; x= 0.085220695; y=  0.244110778; z=  0.251377791; w= 0.932714641
timeStamp= 1305031459.459678888; T[0]= -1.772740841; T[1]= 0.098840795; T[2]= -0.003474398; x= 0.086057298; y=  0.281215966; z=  0.284912527; w= 0.912324846
timeStamp= 1305031459.527594090; T[0]= -1.766300201; T[1]= 0.068873867; T[2]= 0.009426469; x= 0.077705510; y=  0.312819093; z=  0.331020325; w= 0.886866212
timeStamp= 1305031459.559647083; T[0]= -1.783794165; T[1]= 0.055642139; T[2]= 0.013717679; x= 0.072441302; y=  0.330438346; z=  0.356644213; w= 0.870843112
timeStamp= 1305031459.591695070; T[0]= -1.796369910; T[1]= 0.044697329; T[2]= 0.014404406; x= 0.070274256; y=  0.335992187; z=  0.379407674; w= 0.859197676
timeStamp= 1305031459.627608061; T[0]= -1.799421430; T[1]= 0.035997465; T[2]= 0.016437972; x= 0.066149391; y=  0.335439384; z=  0.393430561; w= 0.853415012
timeStamp= 1305031459.659641027; T[0]= -1.812774301; T[1]= 0.040298849; T[2]= 0.027247839; x= 0.067513563; y=  0.343643725; z=  0.392103970; w= 0.850650012
timeStamp= 1305031459.691603899; T[0]= -1.828820467; T[1]= 0.032906767; T[2]= 0.036104754; x= 0.061085369; y=  0.356025189; z=  0.397157460; w= 0.843670964
timeStamp= 1305031459.727550983; T[0]= -1.840971589; T[1]= 0.017658910; T[2]= 0.042202182; x= 0.054579653; y=  0.364584327; z=  0.400942773; w= 0.838656247
timeStamp= 1305031459.791650057; T[0]= -1.872231007; T[1]= -0.013624899; T[2]= 0.058660477; x= 0.052375723; y=  0.377434909; z=  0.394085556; w= 0.836358964
timeStamp= 1305031459.827663898; T[0]= -1.885305882; T[1]= -0.025264733; T[2]= 0.068136200; x= 0.051291917; y=  0.377749473; z=  0.391834795; w= 0.837341070
timeStamp= 1305031459.859659910; T[0]= -1.899448752; T[1]= -0.037404105; T[2]= 0.079816855; x= 0.047128189; y=  0.376906544; z=  0.390547633; w= 0.838566065
timeStamp= 1305031459.891596079; T[0]= -1.904885292; T[1]= -0.051709846; T[2]= 0.090353198; x= 0.041761395; y=  0.371662438; z=  0.393871665; w= 0.839635789
timeStamp= 1305031459.927607059; T[0]= -1.911228418; T[1]= -0.067742802; T[2]= 0.096823804; x= 0.040478617; y=  0.369227171; z=  0.398966998; w= 0.838366389
timeStamp= 1305031459.991724968; T[0]= -1.925492167; T[1]= -0.093204930; T[2]= 0.119206764; x= 0.036354769; y=  0.367301852; z=  0.406568885; w= 0.835744917
timeStamp= 1305031460.027565002; T[0]= -1.926849842; T[1]= -0.108765379; T[2]= 0.127423629; x= 0.034633297; y=  0.366884500; z=  0.410487562; w= 0.834084153
timeStamp= 1305031460.059659004; T[0]= -1.935046911; T[1]= -0.125742286; T[2]= 0.138208598; x= 0.034739532; y=  0.368878722; z=  0.412419617; w= 0.832245052
timeStamp= 1305031460.091717005; T[0]= -1.942809582; T[1]= -0.144433230; T[2]= 0.152634308; x= 0.036493558; y=  0.367340118; z=  0.418462694; w= 0.829830408
timeStamp= 1305031460.127690077; T[0]= -1.940920711; T[1]= -0.158155471; T[2]= 0.160274088; x= 0.042846192; y=  0.357620478; z=  0.428278744; w= 0.828763664
timeStamp= 1305031460.159677982; T[0]= -1.948065281; T[1]= -0.168936163; T[2]= 0.169015303; x= 0.050818559; y=  0.351685166; z=  0.435480922; w= 0.827098250
timeStamp= 1305031460.191559076; T[0]= -1.944159746; T[1]= -0.174478114; T[2]= 0.176405102; x= 0.052456055; y=  0.342713833; z=  0.443553805; w= 0.826471865
timeStamp= 1305031460.227761030; T[0]= -1.932190418; T[1]= -0.183270141; T[2]= 0.181581721; x= 0.052197292; y=  0.339771777; z=  0.448422134; w= 0.825074732
timeStamp= 1305031460.291688919; T[0]= -1.929249525; T[1]= -0.201121256; T[2]= 0.193538532; x= 0.053181257; y=  0.355437279; z=  0.446557224; w= 0.819404006
timeStamp= 1305031460.327512026; T[0]= -1.931968927; T[1]= -0.215867117; T[2]= 0.202000707; x= 0.053234424; y=  0.366287917; z=  0.447036207; w= 0.814345121
timeStamp= 1305031460.391611099; T[0]= -1.927086353; T[1]= -0.231445715; T[2]= 0.215092570; x= 0.048622917; y=  0.383769095; z=  0.451722354; w= 0.803930402
timeStamp= 1305031460.427476883; T[0]= -1.925077438; T[1]= -0.242175788; T[2]= 0.221650049; x= 0.047076378; y=  0.394479543; z=  0.455709189; w= 0.796554446
timeStamp= 1305031460.459619999; T[0]= -1.921683669; T[1]= -0.248375461; T[2]= 0.224699616; x= 0.045023616; y=  0.405196398; z=  0.459546924; w= 0.789053500
timeStamp= 1305031460.491503954; T[0]= -1.926928997; T[1]= -0.256840169; T[2]= 0.233683169; x= 0.040135048; y=  0.419536024; z=  0.464140713; w= 0.779071391
timeStamp= 1305031460.527570009; T[0]= -1.924592972; T[1]= -0.268112719; T[2]= 0.241049230; x= 0.033213008; y=  0.430389971; z=  0.472840548; w= 0.768168747
timeStamp= 1305031460.559647083; T[0]= -1.918107033; T[1]= -0.278840005; T[2]= 0.243973151; x= 0.025852447; y=  0.438173294; z=  0.477351934; w= 0.761229992
timeStamp= 1305031460.591855049; T[0]= -1.919572234; T[1]= -0.290483713; T[2]= 0.251934111; x= 0.020990793; y=  0.448583841; z=  0.477683544; w= 0.755083084
timeStamp= 1305031460.627624989; T[0]= -1.915482521; T[1]= -0.299514651; T[2]= 0.258440077; x= 0.017563304; y=  0.456178099; z=  0.479069293; w= 0.749723792
timeStamp= 1305031460.659764051; T[0]= -1.918364406; T[1]= -0.311622083; T[2]= 0.268691331; x= 0.014953485; y=  0.465507567; z=  0.477383018; w= 0.745107174
timeStamp= 1305031460.691670895; T[0]= -1.922192454; T[1]= -0.322768807; T[2]= 0.280626088; x= 0.011643001; y=  0.471359164; z=  0.477713406; w= 0.741265833
timeStamp= 1305031460.727674961; T[0]= -1.917446256; T[1]= -0.330087483; T[2]= 0.287716508; x= 0.006359336; y=  0.472331047; z=  0.478686392; w= 0.740082681
timeStamp= 1305031460.759666920; T[0]= -1.913473487; T[1]= -0.341451228; T[2]= 0.296079487; x= 0.002001138; y=  0.477482527; z=  0.477671951; w= 0.737452388
timeStamp= 1305031460.791660070; T[0]= -1.915000200; T[1]= -0.354000121; T[2]= 0.308779269; x= -0.001803711; y=  0.482972026; z=  0.476135612; w= 0.734867156
timeStamp= 1305031460.827660084; T[0]= -1.911839962; T[1]= -0.360456675; T[2]= 0.318050086; x= -0.006951926; y=  0.483803093; z=  0.474224180; w= 0.735525489
timeStamp= 1305031460.859714031; T[0]= -1.907140732; T[1]= -0.367282003; T[2]= 0.326395303; x= -0.013986661; y=  0.486618429; z=  0.472689420; w= 0.734555483
timeStamp= 1305031460.891773939; T[0]= -1.901638627; T[1]= -0.380222738; T[2]= 0.336161613; x= -0.023476169; y=  0.490965307; z=  0.471110970; w= 0.732431948
timeStamp= 1305031460.927561998; T[0]= -1.897446156; T[1]= -0.392059863; T[2]= 0.351584554; x= -0.030347308; y=  0.494763136; z=  0.471015841; w= 0.729679823
timeStamp= 1305031460.991667986; T[0]= -1.875489712; T[1]= -0.413183331; T[2]= 0.363628447; x= -0.035479095; y=  0.497286826; z=  0.474405438; w= 0.725525081
timeStamp= 1305031461.027620077; T[0]= -1.866567016; T[1]= -0.423868477; T[2]= 0.371055722; x= -0.034937430; y=  0.498552293; z=  0.475435138; w= 0.724007249
timeStamp= 1305031461.091727972; T[0]= -1.858999848; T[1]= -0.436814725; T[2]= 0.387823790; x= -0.033044454; y=  0.498298913; z=  0.474570066; w= 0.724837661
timeStamp= 1305031461.127585888; T[0]= -1.846067309; T[1]= -0.442788363; T[2]= 0.391869843; x= -0.035580315; y=  0.496828973; z=  0.473789513; w= 0.726235926
timeStamp= 1305031461.159719944; T[0]= -1.837045193; T[1]= -0.454678029; T[2]= 0.397874653; x= -0.036185704; y=  0.498708248; z=  0.472116441; w= 0.726007462
timeStamp= 1305031461.192013025; T[0]= -1.833452106; T[1]= -0.458034635; T[2]= 0.405334651; x= -0.033693403; y=  0.500137627; z=  0.467318118; w= 0.728245080
timeStamp= 1305031461.227607012; T[0]= -1.828104377; T[1]= -0.463979304; T[2]= 0.411913663; x= -0.034388591; y=  0.501834452; z=  0.465174317; w= 0.728417814
timeStamp= 1305031461.259641886; T[0]= -1.819031239; T[1]= -0.470056951; T[2]= 0.417437315; x= -0.034349009; y=  0.501945674; z=  0.461995989; w= 0.730363250
timeStamp= 1305031461.291656017; T[0]= -1.813698053; T[1]= -0.470750660; T[2]= 0.424248159; x= -0.032944553; y=  0.503043115; z=  0.455450416; w= 0.733776033
timeStamp= 1305031461.327750921; T[0]= -1.806345463; T[1]= -0.468488991; T[2]= 0.427651852; x= -0.032090548; y=  0.504616439; z=  0.450736374; w= 0.735642076
timeStamp= 1305031461.359709024; T[0]= -1.807718635; T[1]= -0.464149654; T[2]= 0.437611699; x= -0.035110578; y=  0.509212196; z=  0.445599139; w= 0.735466957
timeStamp= 1305031461.391707897; T[0]= -1.792489171; T[1]= -0.472946256; T[2]= 0.442819834; x= -0.045100909; y=  0.507830322; z=  0.449203819; w= 0.733682692
timeStamp= 1305031461.427623987; T[0]= -1.782762408; T[1]= -0.475549638; T[2]= 0.445564032; x= -0.047132339; y=  0.508182466; z=  0.447541803; w= 0.734326601
timeStamp= 1305031461.459780931; T[0]= -1.781785250; T[1]= -0.470355421; T[2]= 0.450209618; x= -0.048810955; y=  0.508475900; z=  0.448372781; w= 0.733506382
timeStamp= 1305031461.491677046; T[0]= -1.763936639; T[1]= -0.479987800; T[2]= 0.444930971; x= -0.055343822; y=  0.505723536; z=  0.452808678; w= 0.732219279
timeStamp= 1305031461.527704954; T[0]= -1.765336990; T[1]= -0.477452695; T[2]= 0.443159968; x= -0.049298763; y=  0.508053601; z=  0.449646175; w= 0.732986748
timeStamp= 1305031461.559676886; T[0]= -1.758985400; T[1]= -0.469485402; T[2]= 0.436250120; x= -0.049438667; y=  0.507618845; z=  0.447128922; w= 0.734816134
timeStamp= 1305031461.591690063; T[0]= -1.756176591; T[1]= -0.467670083; T[2]= 0.431034327; x= -0.051047094; y=  0.514106929; z=  0.441999257; w= 0.733297348
timeStamp= 1305031461.627541065; T[0]= -1.756227255; T[1]= -0.461840659; T[2]= 0.429152697; x= -0.053188365; y=  0.519434512; z=  0.440504074; w= 0.730284274
timeStamp= 1305031461.659621954; T[0]= -1.752724767; T[1]= -0.458846182; T[2]= 0.426487774; x= -0.056265857; y=  0.523128986; z=  0.439650178; w= 0.727927208
timeStamp= 1305031461.691562891; T[0]= -1.755764365; T[1]= -0.451559186; T[2]= 0.424521208; x= -0.055888887; y=  0.525951743; z=  0.443219751; w= 0.723745465
timeStamp= 1305031461.727602005; T[0]= -1.749202132; T[1]= -0.446159959; T[2]= 0.418171376; x= -0.058077749; y=  0.524999559; z=  0.449335575; w= 0.720485985
timeStamp= 1305031461.759684086; T[0]= -1.753315091; T[1]= -0.434307337; T[2]= 0.412137717; x= -0.055972349; y=  0.526843309; z=  0.450347692; w= 0.718672514
timeStamp= 1305031461.791611910; T[0]= -1.754293084; T[1]= -0.423151970; T[2]= 0.403305531; x= -0.057783663; y=  0.527232885; z=  0.454736084; w= 0.715473056
timeStamp= 1305031461.827615023; T[0]= -1.752993226; T[1]= -0.415027797; T[2]= 0.396094084; x= -0.059463300; y=  0.530453444; z=  0.458443433; w= 0.710572302
timeStamp= 1305031461.859766960; T[0]= -1.762501240; T[1]= -0.399669170; T[2]= 0.387188464; x= -0.056437239; y=  0.533309281; z=  0.463273942; w= 0.705530524
timeStamp= 1305031461.891722918; T[0]= -1.771421313; T[1]= -0.390850544; T[2]= 0.379645675; x= -0.057410233; y=  0.533629477; z=  0.474989712; w= 0.697372556
timeStamp= 1305031461.927757978; T[0]= -1.773511887; T[1]= -0.382728428; T[2]= 0.371094793; x= -0.060376357; y=  0.530070841; z=  0.487620384; w= 0.691090465
timeStamp= 1305031461.959702969; T[0]= -1.776530743; T[1]= -0.367075801; T[2]= 0.360198677; x= -0.062566601; y=  0.532227457; z=  0.490437716; w= 0.687233806
timeStamp= 1305031461.991590023; T[0]= -1.789262414; T[1]= -0.355921209; T[2]= 0.365329713; x= -0.069538034; y=  0.540772259; z=  0.494609594; w= 0.676824391
timeStamp= 1305031462.027674913; T[0]= -1.793007255; T[1]= -0.347115278; T[2]= 0.364335358; x= -0.074725047; y=  0.538540423; z=  0.506999671; w= 0.668836117
timeStamp= 1305031462.059837103; T[0]= -1.797545910; T[1]= -0.334384590; T[2]= 0.362533450; x= -0.072996564; y=  0.532739997; z=  0.518900812; w= 0.664531112
timeStamp= 1305031462.091777086; T[0]= -1.800863266; T[1]= -0.326983571; T[2]= 0.359406322; x= -0.072577558; y=  0.526845574; z=  0.530715108; w= 0.659930110
timeStamp= 1305031462.127738953; T[0]= -1.805271626; T[1]= -0.319416761; T[2]= 0.354650676; x= -0.073381416; y=  0.522332847; z=  0.540623665; w= 0.655369878
timeStamp= 1305031462.159646034; T[0]= -1.808577299; T[1]= -0.313430309; T[2]= 0.350920558; x= -0.075851262; y=  0.518853605; z=  0.547482729; w= 0.652150512
timeStamp= 1305031462.191641092; T[0]= -1.816550136; T[1]= -0.303193420; T[2]= 0.348210841; x= -0.077688590; y=  0.517111182; z=  0.547456980; w= 0.653338671
timeStamp= 1305031462.227632999; T[0]= -1.823049664; T[1]= -0.298485190; T[2]= 0.350274056; x= -0.084714495; y=  0.517543256; z=  0.548919737; w= 0.650891423
timeStamp= 1305031462.259764910; T[0]= -1.829747081; T[1]= -0.294140160; T[2]= 0.351852924; x= -0.092037976; y=  0.515797377; z=  0.548374057; w= 0.651742339
timeStamp= 1305031462.291629076; T[0]= -1.836789608; T[1]= -0.287133247; T[2]= 0.353808314; x= -0.098384492; y=  0.512531459; z=  0.546244502; w= 0.655171037
timeStamp= 1305031462.327539921; T[0]= -1.842489243; T[1]= -0.280644417; T[2]= 0.351878047; x= -0.107058048; y=  0.507928491; z=  0.544101954; w= 0.659166396
timeStamp= 1305031462.359731913; T[0]= -1.851819158; T[1]= -0.274041861; T[2]= 0.358738244; x= -0.115182132; y=  0.508096874; z=  0.538957715; w= 0.661887765
timeStamp= 1305031462.391695023; T[0]= -1.860901356; T[1]= -0.266323447; T[2]= 0.363096178; x= -0.124420390; y=  0.502539873; z=  0.536787629; w= 0.666207492
timeStamp= 1305031462.427634954; T[0]= -1.867530942; T[1]= -0.261191428; T[2]= 0.366133571; x= -0.134488910; y=  0.495369613; z=  0.535531223; w= 0.670617700
timeStamp= 1305031462.459897041; T[0]= -1.881387234; T[1]= -0.244200319; T[2]= 0.365806431; x= -0.134962291; y=  0.486484200; z=  0.532809436; w= 0.679140985
timeStamp= 1305031462.492007971; T[0]= -1.888365746; T[1]= -0.237169012; T[2]= 0.364326686; x= -0.144319147; y=  0.476311326; z=  0.532399356; w= 0.684726596
timeStamp= 1305031462.527669907; T[0]= -1.892741084; T[1]= -0.234298199; T[2]= 0.362615973; x= -0.151163161; y=  0.465877593; z=  0.532923937; w= 0.689999998
timeStamp= 1305031462.559861898; T[0]= -1.901674390; T[1]= -0.228606880; T[2]= 0.357735753; x= -0.155025616; y=  0.456728876; z=  0.526810467; w= 0.699883282
timeStamp= 1305031462.591861963; T[0]= -1.915035725; T[1]= -0.220850185; T[2]= 0.356884450; x= -0.156493396; y=  0.455294609; z=  0.516313136; w= 0.708263695
timeStamp= 1305031462.627851009; T[0]= -1.924109578; T[1]= -0.214508459; T[2]= 0.351576000; x= -0.159380734; y=  0.451462865; z=  0.507489026; w= 0.716403484
timeStamp= 1305031462.659660101; T[0]= -1.930534363; T[1]= -0.212839574; T[2]= 0.345507711; x= -0.162542015; y=  0.448972702; z=  0.499037623; w= 0.723163307
timeStamp= 1305031462.692548037; T[0]= -1.942765832; T[1]= -0.209891394; T[2]= 0.340749383; x= -0.161597311; y=  0.447375268; z=  0.489280134; w= 0.730990231
timeStamp= 1305031462.727652073; T[0]= -1.953049660; T[1]= -0.204966545; T[2]= 0.333997339; x= -0.162743211; y=  0.440645933; z=  0.480277896; w= 0.740728676
timeStamp= 1305031462.759782076; T[0]= -1.962992787; T[1]= -0.197067976; T[2]= 0.324930727; x= -0.163387164; y=  0.432897687; z=  0.471163303; w= 0.750939071
timeStamp= 1305031462.791943073; T[0]= -1.971910357; T[1]= -0.189444453; T[2]= 0.313946933; x= -0.163857698; y=  0.426546574; z=  0.464833915; w= 0.758378685
timeStamp= 1305031462.827816010; T[0]= -1.982201099; T[1]= -0.180558532; T[2]= 0.301768392; x= -0.164138719; y=  0.420029312; z=  0.461120844; w= 0.764199913
timeStamp= 1305031462.859781981; T[0]= -1.987412572; T[1]= -0.167797238; T[2]= 0.287541211; x= -0.166859061; y=  0.413182735; z=  0.456716865; w= 0.769966185
timeStamp= 1305031462.891846895; T[0]= -1.993316293; T[1]= -0.158758938; T[2]= 0.272233188; x= -0.166927591; y=  0.411420345; z=  0.453586638; w= 0.772740424
timeStamp= 1305031462.927607059; T[0]= -1.998687029; T[1]= -0.151041850; T[2]= 0.257310092; x= -0.166293532; y=  0.409903467; z=  0.451491505; w= 0.774907172
timeStamp= 1305031462.959676027; T[0]= -2.002907753; T[1]= -0.144487604; T[2]= 0.241383389; x= -0.164286882; y=  0.405752540; z=  0.449665159; w= 0.778573096
timeStamp= 1305031462.995549917; T[0]= -2.002235651; T[1]= -0.140114218; T[2]= 0.225287572; x= -0.161940694; y=  0.400144428; z=  0.445623070; w= 0.784270287
timeStamp= 1305031463.027667046; T[0]= -2.006279230; T[1]= -0.135972336; T[2]= 0.211027652; x= -0.156502604; y=  0.397800267; z=  0.438155651; w= 0.790747464
timeStamp= 1305031463.059809923; T[0]= -2.014152765; T[1]= -0.127469450; T[2]= 0.194948226; x= -0.150994509; y=  0.393117130; z=  0.430468768; w= 0.798345983
timeStamp= 1305031463.095808983; T[0]= -2.013348579; T[1]= -0.118581504; T[2]= 0.176678106; x= -0.151180610; y=  0.385577261; z=  0.423317283; w= 0.805777371
timeStamp= 1305031463.127549887; T[0]= -2.014138460; T[1]= -0.114273384; T[2]= 0.162262753; x= -0.148938671; y=  0.383480132; z=  0.412946820; w= 0.812548637
timeStamp= 1305031463.159786940; T[0]= -2.018768072; T[1]= -0.105997190; T[2]= 0.145408005; x= -0.143774837; y=  0.381689608; z=  0.403566450; w= 0.819009185
timeStamp= 1305031463.195657015; T[0]= -2.021307707; T[1]= -0.099640094; T[2]= 0.128574938; x= -0.144856408; y=  0.378753215; z=  0.397671849; w= 0.823055208
timeStamp= 1305031463.227783918; T[0]= -2.016520977; T[1]= -0.089913413; T[2]= 0.116181694; x= -0.145075500; y=  0.375663996; z=  0.393020511; w= 0.826658726
timeStamp= 1305031463.260034084; T[0]= -2.015427351; T[1]= -0.081900299; T[2]= 0.099829167; x= -0.138426378; y=  0.375144452; z=  0.387604833; w= 0.830582559
timeStamp= 1305031463.295737028; T[0]= -2.016487122; T[1]= -0.076925419; T[2]= 0.082327545; x= -0.137272298; y=  0.373092085; z=  0.383178294; w= 0.833746433
timeStamp= 1305031463.327739000; T[0]= -2.009970427; T[1]= -0.070487268; T[2]= 0.070297681; x= -0.138366476; y=  0.368340701; z=  0.380746335; w= 0.836786807
timeStamp= 1305031463.359750032; T[0]= -2.005678415; T[1]= -0.063154884; T[2]= 0.056465656; x= -0.131702214; y=  0.363879204; z=  0.377234757; w= 0.841391981
timeStamp= 1305031463.395629883; T[0]= -2.003635406; T[1]= -0.049877927; T[2]= 0.039831385; x= -0.125388503; y=  0.358570993; z=  0.373274416; w= 0.846386969
timeStamp= 1305031463.427716017; T[0]= -1.996240973; T[1]= -0.039959490; T[2]= 0.026517399; x= -0.125381663; y=  0.354813546; z=  0.370519221; w= 0.849177480
timeStamp= 1305031463.459755898; T[0]= -1.989236951; T[1]= -0.027651280; T[2]= 0.011822507; x= -0.123596951; y=  0.353197485; z=  0.367464185; w= 0.851437330
timeStamp= 1305031463.495629072; T[0]= -1.981191278; T[1]= -0.016750321; T[2]= -0.002619296; x= -0.124432378; y=  0.353727043; z=  0.365708679; w= 0.851851523
timeStamp= 1305031463.527669907; T[0]= -1.971678853; T[1]= -0.014375538; T[2]= -0.017284706; x= -0.125283867; y=  0.357288033; z=  0.364309549; w= 0.850839496
timeStamp= 1305031463.559751034; T[0]= -1.966450572; T[1]= -0.007724576; T[2]= -0.035762683; x= -0.121684268; y=  0.357614666; z=  0.363998294; w= 0.851357758
timeStamp= 1305031463.595599890; T[0]= -1.958879352; T[1]= -0.001193038; T[2]= -0.051516816; x= -0.121583864; y=  0.354157865; z=  0.364609331; w= 0.852554798
timeStamp= 1305031463.627588034; T[0]= -1.940650225; T[1]= 0.003094624; T[2]= -0.068546459; x= -0.121229038; y=  0.349081010; z=  0.364553660; w= 0.854720235
timeStamp= 1305031463.659765959; T[0]= -1.933549285; T[1]= 0.004565215; T[2]= -0.087699443; x= -0.113878123; y=  0.351460397; z=  0.360263467; w= 0.856573224
timeStamp= 1305031463.695640087; T[0]= -1.929618478; T[1]= 0.013185779; T[2]= -0.107962355; x= -0.108816497; y=  0.350419194; z=  0.356098205; w= 0.859394848
timeStamp= 1305031463.727587938; T[0]= -1.909899950; T[1]= 0.011650160; T[2]= -0.127603263; x= -0.112408422; y=  0.346606582; z=  0.355363756; w= 0.860781550
timeStamp= 1305031463.759674072; T[0]= -1.888310671; T[1]= 0.007826889; T[2]= -0.151406750; x= -0.110849611; y=  0.344508946; z=  0.350324988; w= 0.863885641
timeStamp= 1305031463.795646906; T[0]= -1.885005713; T[1]= 0.012970522; T[2]= -0.170825496; x= -0.104680732; y=  0.348123431; z=  0.337966323; w= 0.868119180
timeStamp= 1305031463.827760935; T[0]= -1.874377966; T[1]= 0.010993451; T[2]= -0.187886938; x= -0.106240280; y=  0.349320740; z=  0.327711493; w= 0.871374369
timeStamp= 1305031463.859910011; T[0]= -1.859307528; T[1]= 0.005987420; T[2]= -0.208176970; x= -0.106463119; y=  0.349130809; z=  0.318590939; w= 0.874798954
timeStamp= 1305031463.895648003; T[0]= -1.851998687; T[1]= 0.001999753; T[2]= -0.229550198; x= -0.104345046; y=  0.350533128; z=  0.308592677; w= 0.878071368
timeStamp= 1305031463.927664042; T[0]= -1.843709588; T[1]= -0.001019606; T[2]= -0.245426953; x= -0.103795588; y=  0.349324703; z=  0.302852064; w= 0.880613089
timeStamp= 1305031463.959680080; T[0]= -1.832005501; T[1]= -0.011372903; T[2]= -0.263368785; x= -0.104306951; y=  0.344758242; z=  0.297841758; w= 0.884054422
timeStamp= 1305031463.995820999; T[0]= -1.821195483; T[1]= -0.014710667; T[2]= -0.284715712; x= -0.100176431; y=  0.340130746; z=  0.290973336; w= 0.888600230
timeStamp= 1305031464.027703047; T[0]= -1.815544844; T[1]= -0.018270176; T[2]= -0.304928005; x= -0.098890319; y=  0.336901248; z=  0.282871068; w= 0.892581820
timeStamp= 1305031464.059652090; T[0]= -1.799761057; T[1]= -0.026749518; T[2]= -0.323792458; x= -0.100545824; y=  0.333632559; z=  0.274820954; w= 0.896132469
timeStamp= 1305031464.095633984; T[0]= -1.793753147; T[1]= -0.035148662; T[2]= -0.342407644; x= -0.098343641; y=  0.334480405; z=  0.265647829; w= 0.898822963
timeStamp= 1305031464.127681017; T[0]= -1.791621923; T[1]= -0.042567436; T[2]= -0.355620533; x= -0.096044905; y=  0.334135115; z=  0.261261553; w= 0.900484085
timeStamp= 1305031464.159816980; T[0]= -1.787734509; T[1]= -0.057742439; T[2]= -0.368420184; x= -0.092621319; y=  0.331254214; z=  0.259263754; w= 0.902482331
timeStamp= 1305031464.195585012; T[0]= -1.784200907; T[1]= -0.066609293; T[2]= -0.381779760; x= -0.082428165; y=  0.324994951; z=  0.254632056; w= 0.907053709
timeStamp= 1305031464.227623940; T[0]= -1.789311409; T[1]= -0.067340314; T[2]= -0.390700042; x= -0.070476919; y=  0.318549782; z=  0.248473778; w= 0.912041605
timeStamp= 1305031464.259644032; T[0]= -1.794733644; T[1]= -0.064112291; T[2]= -0.403017431; x= -0.060281895; y=  0.306738347; z=  0.245691240; w= 0.917558491
timeStamp= 1305031464.295666933; T[0]= -1.784936190; T[1]= -0.066484816; T[2]= -0.421876043; x= -0.056914221; y=  0.286916465; z=  0.242047012; w= 0.925123274
timeStamp= 1305031464.327866077; T[0]= -1.764035583; T[1]= -0.070716336; T[2]= -0.445993513; x= -0.055437841; y=  0.267804474; z=  0.240328029; w= 0.931369901
timeStamp= 1305031464.359683990; T[0]= -1.747058272; T[1]= -0.073630914; T[2]= -0.463224173; x= -0.050936494; y=  0.255591512; z=  0.236476243; w= 0.936032891
timeStamp= 1305031464.395611048; T[0]= -1.728431582; T[1]= -0.070008188; T[2]= -0.485502243; x= -0.045629196; y=  0.246216238; z=  0.228969559; w= 0.940674543
timeStamp= 1305031464.427634001; T[0]= -1.717405558; T[1]= -0.068826467; T[2]= -0.502419889; x= -0.044547144; y=  0.244027659; z=  0.219211847; w= 0.943616629
timeStamp= 1305031464.459688902; T[0]= -1.709732652; T[1]= -0.073740870; T[2]= -0.517532945; x= -0.042925995; y=  0.241360769; z=  0.211182907; w= 0.946205139
timeStamp= 1305031464.495632887; T[0]= -1.693548441; T[1]= -0.077830270; T[2]= -0.539921224; x= -0.042311553; y=  0.236605883; z=  0.205596566; w= 0.948660910
timeStamp= 1305031464.527574062; T[0]= -1.687629819; T[1]= -0.077984430; T[2]= -0.558218002; x= -0.041144591; y=  0.236342460; z=  0.197418138; w= 0.950513303
timeStamp= 1305031464.559703112; T[0]= -1.672040820; T[1]= -0.081906356; T[2]= -0.577959120; x= -0.045039058; y=  0.231614828; z=  0.186718374; w= 0.953657389
